age,study_hours_per_day,deep_work_sessions,assignment_completion_rate,attendance_percentage,social_media_hours,doomscrolling_before_sleep,notification_distractions,ai_tool_usage_hours,gaming_hours,stress_level,motivation_level,focus_score,procrastination_index,sleep_hours,caffeine_intake,physical_activity_hours,internet_quality,family_support,financial_stress,productivity_after_midnight,revision_efficiency,burnout_risk,consistency_score,final_exam_score,gender_Male,city_type_Semi-Urban,city_type_Urban,mental_state_Burnout,mental_state_Distracted,mental_state_Focused,learning_style_Practical,learning_style_Reading,learning_style_Visual,career_goal_Business,career_goal_Engineering,career_goal_Medical,career_goal_Research
17,5.3,6,59,93,3.7,1,88,2.0,2.7,7,8,4.0,8,8.7,4,1.5,4,1,10,3,2,8,8,66,1,1,0,0,0,1,1,0,0,0,0,0,1
18,5.3,0,40,71,3.5,1,41,2.6,2.0,1,2,5.0,9,7.3,5,0.8,8,3,1,4,5,5,5,25,1,1,0,1,0,0,0,0,1,1,0,0,0
22,3.9,4,76,73,3.5,0,93,1.4,0.0,8,3,2.0,4,6.4,3,0.6,5,2,8,1,3,7,10,45,0,0,0,0,1,0,0,0,0,1,0,0,0
20,5.3,6,45,55,5.7,0,112,2.6,0.0,4,9,7.0,2,8.1,4,2.4,8,1,3,1,5,8,7,68,0,0,0,0,1,0,0,0,1,0,0,1,0
22,4.5,1,85,57,2.7,1,106,0.6,3.6,9,9,8.0,8,7.8,2,0.0,8,5,7,8,6,5,8,55,1,0,1,1,0,0,0,0,1,0,0,0,0
19,5.0,4,84,95,3.1,0,72,1.3,2.5,4,4,3.0,8,6.5,3,1.4,4,6,8,6,6,10,4,37,0,1,0,1,0,0,0,0,1,1,0,0,0
23,6.3,5,72,67,1.3,0,16,0.8,0.6,5,1,3.0,7,6.4,1,0.1,1,1,8,9,7,3,6,74,0,1,0,0,0,1,0,0,1,0,0,0,0
18,3.8,2,97,87,4.1,0,80,0.0,1.2,9,2,4.0,10,5.1,1,2.4,9,6,6,7,5,6,1,22,1,0,1,1,0,0,1,0,0,0,0,0,0
17,5.4,4,60,73,3.7,1,31,3.2,1.8,7,9,7.0,5,7.3,3,0.5,7,1,4,3,4,1,2,58,1,0,1,1,0,0,0,0,0,0,0,1,0
21,1.5,4,93,51,4.5,1,55,0.2,1.3,9,4,7.0,1,6.3,2,2.0,2,6,10,9,5,10,7,31,0,0,0,0,1,0,1,0,0,1,0,0,0
22,6.2,7,47,69,3.4,1,38,1.7,0.9,5,6,5.0,6,7.3,7,1.8,3,9,3,3,2,7,10,62,0,0,1,0,1,0,0,0,1,0,0,0,0
17,2.7,6,84,71,1.4,1,92,1.7,3.9,10,7,1.0,7,6.3,2,1.7,2,6,4,3,6,10,9,64,0,0,0,0,0,0,0,0,0,1,0,0,0
19,1.2,6,89,66,2.7,1,15,0.0,1.8,8,1,4.0,9,5.6,4,1.9,6,3,5,1,8,6,2,26,0,0,1,0,0,0,0,0,1,0,1,0,0
15,3.0,5,95,66,3.7,1,68,1.4,2.5,8,8,1.0,9,6.5,2,1.8,6,3,1,8,10,3,7,51,0,1,0,0,0,1,0,1,0,1,0,0,0
20,5.6,4,52,62,5.0,0,5,0.7,1.6,9,5,9.0,10,8.7,6,1.9,4,9,3,10,10,1,5,54,0,0,1,1,0,0,0,1,0,0,0,1,0
20,3.5,5,42,91,2.9,1,98,1.5,1.5,5,7,6.0,2,6.5,0,0.2,3,1,4,4,10,2,8,74,0,0,1,0,0,0,0,0,0,0,0,0,0
17,4.3,7,74,62,4.7,0,116,0.8,1.7,4,2,4.0,9,6.4,5,1.1,6,6,9,1,10,6,8,44,1,1,0,1,0,0,1,0,0,1,0,0,0
17,4.7,4,60,75,3.4,0,25,1.0,4.0,2,6,8.0,7,4.6,0,0.4,3,7,5,5,2,6,6,60,0,0,0,0,1,0,0,1,0,1,0,0,0
18,3.3,5,60,77,3.3,1,7,2.2,0.3,2,10,10.0,4,7.1,7,2.0,3,5,5,2,9,4,9,74,0,0,1,0,0,0,0,0,0,0,0,1,0
20,3.0,0,55,53,3.2,1,42,2.4,4.0,4,1,4.0,3,4.8,6,1.2,2,2,5,8,8,5,2,35,0,1,0,1,0,0,0,1,0,0,0,0,0
21,4.2,4,89,89,0.8,1,18,1.7,2.1,7,3,4.0,7,6.1,0,1.4,4,9,4,5,1,2,4,43,0,0,1,0,1,0,0,0,1,0,1,0,0
20,5.7,7,67,94,2.2,0,115,1.3,5.5,1,9,3.0,5,5.3,1,0.8,5,4,7,6,3,8,8,59,1,1,0,1,0,0,0,0,1,0,1,0,0
21,4.0,3,88,83,3.8,0,64,1.1,5.0,6,6,8.0,5,6.5,5,1.9,6,3,1,1,3,4,2,63,1,0,0,0,0,0,0,1,0,0,0,0,1
17,4.7,6,91,69,4.2,1,108,2.3,2.1,8,6,5.0,9,7.7,0,2.4,9,2,5,2,1,7,4,59,0,0,1,0,0,1,0,0,1,0,1,0,0
16,2.9,3,67,60,0.8,0,52,1.7,2.0,7,3,8.0,9,7.3,3,0.5,7,5,10,7,2,4,1,48,1,0,0,0,0,1,0,0,1,0,0,1,0
15,1.8,6,46,72,3.1,1,119,2.3,3.2,5,2,5.0,5,7.9,7,0.0,4,7,9,9,3,1,9,47,0,1,0,0,1,0,0,1,0,0,0,0,0
21,3.3,5,85,75,4.3,1,119,3.6,3.3,10,10,8.0,10,6.4,1,2.1,2,4,4,2,8,3,2,52,0,0,0,0,1,0,0,0,1,0,0,1,0
20,2.8,4,68,52,4.0,0,66,2.2,1.6,3,7,3.0,10,6.6,3,0.0,10,1,3,2,3,5,9,50,0,0,0,0,0,0,0,0,1,1,0,0,0
16,5.6,5,56,55,1.1,0,119,2.5,2.9,5,1,3.0,3,6.8,2,1.1,3,4,6,7,1,4,7,59,1,0,0,0,1,0,0,1,0,1,0,0,0
15,2.7,1,85,79,4.8,1,30,0.5,3.7,9,9,6.0,3,5.7,0,1.3,1,3,5,7,5,10,5,31,1,0,0,1,0,0,0,0,0,0,0,0,0
22,3.8,5,96,88,2.7,1,66,1.8,3.5,4,1,4.0,6,7.0,0,0.8,2,2,4,4,4,1,4,64,0,0,0,0,0,1,0,1,0,0,0,0,1
19,1.3,1,45,52,0.3,0,56,2.0,4.3,3,9,6.0,8,6.7,4,0.7,6,3,1,6,5,9,6,32,0,0,0,0,0,0,0,0,1,1,0,0,0
19,5.7,7,76,97,2.1,0,72,1.3,3.9,5,4,2.0,7,5.9,2,0.2,10,8,1,3,2,4,2,41,1,0,1,1,0,0,0,0,1,0,0,1,0
16,4.1,0,57,67,2.1,1,110,0.7,3.9,10,8,7.0,10,6.6,3,1.3,7,4,6,9,4,6,9,57,1,1,0,0,0,1,1,0,0,0,0,0,0
15,3.3,2,43,63,0.4,1,97,0.0,1.0,1,10,1.0,9,6.6,2,1.8,9,5,6,1,1,7,10,63,0,1,0,0,0,1,1,0,0,1,0,0,0
17,5.3,4,51,78,2.8,0,69,0.4,0.5,7,4,5.0,2,7.5,5,0.3,2,4,8,1,8,3,8,81,1,0,0,0,1,0,0,1,0,0,0,0,0
20,2.1,5,99,100,2.4,1,104,0.6,1.3,2,2,2.0,6,8.6,1,0.0,7,10,8,8,2,5,6,42,1,0,0,0,0,0,1,0,0,0,0,0,0
21,1.2,0,40,63,4.8,1,39,2.9,3.0,3,2,1.0,9,7.2,1,2.0,4,10,6,7,10,6,1,11,1,1,0,0,0,1,0,0,0,0,0,0,1
20,3.9,2,97,62,5.9,0,11,1.7,2.0,7,10,7.0,9,8.1,6,0.4,2,7,3,9,5,7,8,31,0,1,0,1,0,0,0,0,1,0,1,0,0
16,4.7,2,88,56,3.3,1,23,1.9,1.9,6,9,4.0,6,5.9,0,0.9,3,9,4,7,4,6,7,61,1,0,0,0,0,0,0,0,1,0,0,1,0
20,2.4,3,72,64,4.3,1,11,1.1,3.8,5,8,8.0,5,6.1,6,0.0,5,4,5,4,1,3,8,66,0,0,1,0,0,1,1,0,0,0,1,0,0
23,2.3,7,61,57,3.0,1,106,2.4,1.8,5,4,9.0,2,6.6,6,0.3,1,8,2,5,2,5,7,58,0,0,0,0,0,0,0,0,1,0,0,0,0
19,5.9,7,88,91,2.3,0,6,1.2,4.3,4,7,7.0,5,7.0,3,0.1,7,5,2,8,2,8,2,81,0,0,0,0,1,0,1,0,0,0,1,0,0
22,2.9,1,71,100,3.8,0,71,0.3,3.3,4,6,8.0,7,5.0,3,1.4,1,8,10,5,3,3,4,65,1,0,1,0,1,0,0,0,0,0,0,0,1
21,4.3,3,84,70,3.1,0,82,0.6,3.4,2,2,4.0,1,5.9,1,1.2,7,6,7,5,8,6,4,54,1,0,0,1,0,0,1,0,0,1,0,0,0
20,7.2,3,74,88,2.7,1,19,0.3,0.0,10,1,3.0,3,6.1,1,0.0,5,4,6,2,4,7,1,46,0,1,0,0,0,1,0,0,0,0,0,1,0
17,3.9,7,60,62,3.2,0,56,2.6,0.1,3,4,2.0,6,7.4,3,0.9,6,4,2,6,7,4,7,75,1,0,0,0,0,1,0,0,0,0,0,1,0
16,0.6,4,57,75,1.8,1,106,0.9,2.8,1,2,2.0,5,6.5,0,0.9,10,3,8,3,8,2,5,50,0,0,0,0,0,1,0,0,0,0,0,0,1
23,1.8,7,97,74,4.2,1,49,2.5,3.7,2,7,1.0,4,7.2,2,0.7,4,5,10,1,7,2,2,52,1,0,0,0,0,1,0,0,0,0,0,0,0
21,4.3,7,90,53,3.7,0,53,2.6,3.0,10,7,7.0,6,7.5,4,0.7,4,8,7,10,1,6,2,62,1,0,1,0,0,0,0,0,0,0,0,1,0
22,4.9,6,44,87,3.8,1,21,2.7,3.5,3,10,6.0,5,7.1,3,0.0,3,4,7,5,4,6,7,55,1,0,1,1,0,0,1,0,0,0,0,0,1
20,4.1,7,79,78,2.9,1,103,1.3,4.0,2,9,10.0,10,4.7,5,1.0,4,2,2,1,10,2,4,66,0,1,0,0,0,0,0,1,0,0,1,0,0
21,3.5,4,85,65,4.4,1,111,0.9,3.0,8,10,7.0,9,6.7,6,1.3,5,5,7,9,8,7,1,51,1,0,0,0,0,1,0,0,1,1,0,0,0
23,2.9,4,62,82,2.6,0,40,1.2,1.8,4,10,3.0,5,6.0,7,0.2,8,8,6,5,5,1,2,57,1,0,1,0,0,1,0,0,1,0,1,0,0
18,4.1,7,47,82,3.7,1,51,0.2,3.0,6,9,2.0,7,6.0,0,1.2,10,9,1,5,8,1,7,74,0,1,0,0,1,0,0,0,1,1,0,0,0
18,1.8,1,84,92,5.5,0,61,1.1,0.3,8,5,10.0,6,4.6,3,1.2,4,3,7,2,7,1,10,76,0,1,0,0,1,0,1,0,0,0,0,1,0
19,2.8,4,56,57,3.1,1,77,1.8,3.6,7,1,7.0,6,9.2,0,1.1,1,3,8,8,7,5,8,35,0,0,0,1,0,0,0,0,0,1,0,0,0
19,2.0,2,100,53,2.4,1,27,1.9,2.5,9,5,7.0,2,6.9,6,1.5,9,2,4,2,8,1,9,56,1,0,1,0,1,0,0,0,0,1,0,0,0
19,3.2,2,75,98,2.4,0,55,1.8,4.8,2,9,5.0,5,7.7,7,0.3,6,7,4,2,1,6,9,64,0,0,1,0,1,0,0,1,0,0,1,0,0
15,5.8,2,75,97,3.7,0,85,2.0,4.0,9,2,7.0,10,7.0,1,2.4,1,3,1,8,3,10,2,34,0,0,0,1,0,0,1,0,0,0,0,0,1
20,2.9,5,50,95,2.2,0,81,4.7,0.7,3,5,5.0,4,3.0,0,0.6,1,6,7,10,4,10,3,41,1,0,0,0,0,1,1,0,0,0,0,0,1
23,1.1,6,72,56,2.3,0,84,0.9,2.0,2,8,4.0,8,7.5,6,1.0,2,9,6,7,10,1,3,64,0,0,0,0,0,0,0,1,0,1,0,0,0
19,5.1,0,92,62,5.7,1,96,1.6,1.7,8,10,6.0,3,6.6,1,2.9,9,1,1,5,3,10,9,74,1,0,0,0,0,0,1,0,0,0,0,0,0
18,4.1,6,80,54,2.4,1,7,2.4,1.6,5,4,5.0,8,6.1,2,0.8,10,1,8,5,2,8,5,38,0,1,0,1,0,0,0,0,0,1,0,0,0
17,1.8,5,97,73,1.3,0,69,0.0,1.4,7,10,9.0,2,4.5,3,1.3,2,7,9,6,4,5,1,54,0,1,0,1,0,0,1,0,0,1,0,0,0
17,2.3,0,61,96,0.3,1,65,0.4,2.2,1,5,8.0,4,5.8,5,0.6,9,7,3,5,3,10,4,63,0,0,1,0,0,1,0,0,1,0,0,0,0
17,3.2,6,49,67,2.8,0,80,3.2,1.2,3,7,6.0,8,6.5,2,1.6,6,6,3,4,2,1,2,32,1,1,0,0,1,0,0,1,0,0,0,1,0
16,3.8,2,94,91,4.0,1,54,0.6,4.3,10,10,2.0,9,6.2,3,0.9,8,7,8,4,6,5,2,36,0,0,0,0,0,0,0,1,0,0,1,0,0
19,3.7,4,71,80,2.3,1,109,3.2,1.2,7,8,8.0,5,7.4,4,0.8,4,4,3,8,3,5,2,54,0,0,0,0,1,0,0,0,1,0,0,1,0
19,4.4,1,97,61,0.9,1,24,1.1,2.2,8,6,3.0,8,8.3,4,2.0,7,6,9,7,3,5,9,60,0,0,1,0,0,0,0,0,0,1,0,0,0
16,1.9,1,53,62,2.3,1,28,0.0,6.3,3,1,4.0,2,6.1,2,2.1,3,10,7,6,6,7,8,40,0,0,0,1,0,0,1,0,0,1,0,0,0
21,3.3,1,76,81,5.5,0,12,2.8,2.6,2,3,6.0,2,4.7,3,1.8,6,8,9,5,6,6,6,69,1,1,0,0,1,0,1,0,0,0,0,0,1
16,3.3,6,55,66,4.0,0,116,1.5,0.6,6,3,8.0,4,6.4,5,0.6,9,8,7,2,8,3,6,85,0,1,0,0,0,1,0,1,0,0,0,0,0
16,1.7,0,53,97,1.8,0,100,1.4,2.4,2,4,4.0,4,9.4,6,1.0,2,5,10,2,5,6,3,30,0,0,0,0,0,1,0,0,1,0,1,0,0
20,5.4,0,50,81,1.4,1,18,2.9,1.7,1,9,9.0,6,4.4,4,1.5,7,1,1,5,9,7,1,54,1,0,1,0,1,0,0,0,0,0,0,1,0
19,2.2,6,47,57,3.9,0,105,1.8,1.0,5,9,1.0,4,6.2,3,0.0,5,10,2,5,9,5,10,53,0,1,0,0,0,0,0,1,0,1,0,0,0
20,1.5,1,78,56,2.9,0,92,0.7,0.0,9,8,2.0,2,7.0,4,0.0,10,3,1,9,3,1,6,47,0,0,1,0,0,1,0,0,1,0,1,0,0
18,6.7,7,98,88,2.1,0,16,2.0,0.9,3,7,3.0,3,6.5,4,1.3,5,9,1,1,9,5,4,92,1,0,0,0,1,0,0,0,1,1,0,0,0
23,4.1,3,94,54,2.7,0,28,1.9,0.0,3,7,3.0,6,5.6,4,0.0,1,8,9,1,5,6,4,53,1,0,1,0,1,0,1,0,0,1,0,0,0
18,4.3,4,46,87,3.7,0,67,2.2,2.1,7,8,7.0,3,5.0,2,2.2,4,2,1,3,6,2,10,91,0,0,0,0,0,1,0,1,0,0,0,1,0
21,3.4,4,41,96,1.7,0,60,0.5,2.3,10,7,5.0,3,5.5,4,2.1,4,10,7,9,6,1,8,63,1,0,0,0,1,0,0,1,0,0,0,0,0
16,2.6,4,50,90,4.2,1,119,1.5,2.6,2,2,7.0,3,6.5,4,0.7,2,5,9,9,7,8,5,46,1,0,1,0,0,0,1,0,0,0,0,0,1
17,3.6,1,46,58,2.7,1,40,1.4,0.7,7,3,8.0,6,5.4,2,1.1,9,3,1,2,4,2,4,55,1,0,0,0,0,1,1,0,0,0,0,0,1
21,2.3,1,58,78,3.8,0,84,1.6,3.4,1,3,2.0,10,5.5,5,1.7,1,6,10,2,4,6,3,11,0,0,1,0,0,0,0,0,0,0,0,1,0
17,3.6,3,96,94,4.9,0,72,2.2,0.9,2,7,3.0,1,6.8,2,0.2,1,1,9,8,6,10,6,65,1,0,1,0,1,0,0,0,1,0,0,0,0
19,3.4,7,44,93,1.4,1,118,2.7,2.5,5,1,3.0,4,7.7,7,0.4,9,10,4,2,9,4,4,57,1,0,0,0,0,1,0,0,0,1,0,0,0
22,6.3,2,66,82,3.7,1,25,1.5,2.6,6,4,6.0,2,5.9,7,0.1,6,9,7,1,6,3,8,72,0,0,1,0,0,0,1,0,0,0,0,1,0
17,1.8,6,100,90,2.5,1,10,2.1,0.0,7,2,1.0,2,7.2,6,0.0,9,8,10,9,8,7,6,59,1,0,1,0,1,0,0,0,1,0,0,0,1
23,4.5,3,71,68,2.2,1,20,2.1,0.9,2,6,1.0,2,5.2,0,0.3,9,4,7,5,7,4,10,71,1,0,0,0,0,0,0,0,1,0,1,0,0
19,4.4,3,87,57,3.9,1,20,0.6,3.2,2,8,5.0,8,7.4,7,0.3,2,6,3,8,5,3,10,62,0,0,0,1,0,0,0,0,1,0,1,0,0
22,5.0,0,61,95,1.3,1,101,1.2,0.0,2,7,10.0,7,7.7,3,1.7,4,6,7,3,10,1,3,73,0,0,1,0,0,0,0,0,0,0,0,0,0
16,2.5,1,96,85,2.1,1,31,3.6,1.0,8,4,4.0,8,6.1,2,0.0,10,4,8,6,5,4,5,39,0,0,1,0,1,0,1,0,0,0,0,0,0
15,5.4,4,58,80,1.2,1,77,1.0,3.3,1,9,9.0,6,5.6,6,0.6,7,7,5,4,8,1,1,99,0,0,0,0,0,1,0,1,0,1,0,0,0
16,3.9,1,94,64,1.1,1,39,2.2,3.0,6,5,2.0,10,5.0,7,1.4,3,1,5,2,2,9,10,43,1,0,0,0,0,1,1,0,0,0,0,0,0
15,6.4,1,93,57,5.6,1,35,1.6,3.3,6,5,7.0,4,6.5,1,1.4,3,9,10,8,9,5,5,63,1,0,0,0,0,0,1,0,0,0,0,0,1
19,3.2,7,46,83,1.6,1,37,1.6,5.4,3,7,8.0,3,9.1,0,1.5,3,7,5,4,2,7,3,64,0,0,0,1,0,0,0,0,0,0,1,0,0
21,2.7,5,97,69,2.1,1,31,1.3,3.3,8,1,6.0,6,6.8,7,1.0,5,1,7,10,3,10,10,43,0,0,1,0,1,0,0,1,0,0,0,0,1
18,4.5,6,51,74,2.5,1,75,1.2,2.8,7,8,5.0,3,8.1,6,0.6,9,6,4,4,9,4,8,93,0,1,0,0,0,1,0,0,0,0,0,0,0
17,0.5,5,57,75,3.3,1,10,2.3,2.1,8,2,9.0,3,4.1,3,0.7,7,8,10,10,4,5,3,34,0,0,1,0,1,0,0,1,0,0,0,1,0
19,6.4,1,88,67,1.9,0,68,0.8,1.1,5,4,5.0,4,7.0,3,1.8,2,4,8,7,9,5,6,97,0,0,0,0,0,1,0,0,1,1,0,0,0
22,2.4,2,70,79,1.6,0,109,1.1,5.5,10,7,1.0,4,5.1,6,0.3,3,3,6,6,1,1,6,43,0,1,0,0,1,0,0,1,0,0,0,1,0
20,7.7,3,58,94,2.0,0,13,1.1,0.5,7,3,2.0,2,5.0,0,1.8,7,1,9,2,8,10,4,54,0,0,0,0,1,0,0,0,0,0,0,1,0
20,4.7,6,62,99,1.9,0,93,1.2,1.6,3,3,10.0,4,6.7,4,0.4,8,6,10,9,5,7,4,72,0,1,0,0,0,1,0,0,0,0,0,0,0
19,3.3,1,48,60,2.8,1,98,1.7,1.7,10,5,10.0,2,5.4,6,2.7,4,6,1,2,6,2,4,79,1,0,1,0,0,1,1,0,0,0,0,0,0
23,2.8,6,51,60,2.2,1,117,2.2,0.0,3,6,4.0,8,6.4,2,0.9,5,5,10,10,1,8,8,19,1,0,1,0,0,0,1,0,0,0,0,0,1
17,1.3,6,61,77,4.2,0,106,0.6,0.1,8,7,7.0,5,7.1,1,2.0,10,8,6,8,3,1,6,50,1,0,1,0,1,0,0,0,1,0,1,0,0
23,4.4,7,77,52,1.9,1,68,0.0,3.2,2,3,6.0,7,5.8,7,0.4,10,2,4,8,1,1,4,48,0,1,0,1,0,0,0,0,0,0,0,0,1
16,4.0,7,90,80,3.5,0,55,2.0,0.0,6,9,8.0,2,7.5,1,0.6,4,8,5,1,10,5,1,79,1,0,1,0,1,0,0,0,1,0,1,0,0
20,3.7,5,43,51,2.6,1,81,1.9,3.9,3,7,10.0,10,7.7,3,0.5,4,6,5,6,2,7,8,46,0,1,0,1,0,0,1,0,0,0,0,0,0
15,5.0,0,45,93,3.4,0,101,1.6,2.0,2,2,7.0,10,5.6,4,0.5,5,9,10,9,2,9,3,25,0,1,0,0,1,0,0,0,0,0,0,0,1
17,5.5,6,64,56,1.9,1,83,1.9,0.6,7,9,8.0,4,4.5,4,1.0,2,4,2,5,6,1,8,74,1,0,0,0,0,0,0,0,1,0,0,1,0
21,4.3,7,65,92,4.4,1,101,2.6,1.1,2,2,5.0,7,6.5,3,2.3,10,9,7,10,4,8,10,43,1,0,1,1,0,0,0,0,1,0,0,1,0
23,2.4,3,72,97,3.4,1,69,2.2,5.5,7,9,4.0,2,6.5,3,2.6,8,3,2,9,6,8,10,81,0,1,0,0,1,0,0,1,0,0,0,0,0
17,3.8,3,89,91,2.8,0,59,2.9,1.8,6,4,8.0,1,3.4,0,1.5,2,3,8,5,3,6,6,66,1,0,0,0,1,0,1,0,0,1,0,0,0
19,4.0,1,90,51,0.0,1,100,0.6,1.6,4,5,10.0,7,5.5,1,0.5,10,1,8,4,7,3,9,69,0,1,0,0,1,0,0,1,0,0,0,0,0
23,4.4,2,89,76,1.5,0,13,0.6,3.3,4,10,6.0,9,6.1,7,1.4,7,6,3,9,4,2,9,76,0,1,0,0,1,0,0,0,1,0,0,1,0
17,3.5,6,89,98,3.4,0,13,2.0,0.9,10,6,8.0,9,6.4,7,1.8,5,4,10,1,4,10,7,53,0,1,0,0,0,1,0,0,1,1,0,0,0
19,4.2,6,64,57,2.2,1,62,0.0,2.2,5,4,6.0,1,6.9,1,0.0,4,6,4,4,9,4,6,83,1,1,0,0,0,1,0,0,0,0,1,0,0
21,3.5,1,44,71,4.2,0,66,1.3,0.4,7,3,6.0,9,6.5,4,0.0,6,7,5,10,8,8,6,27,1,0,1,1,0,0,0,1,0,0,0,1,0
21,2.6,3,81,81,2.9,1,119,2.5,0.4,6,2,10.0,7,9.1,4,0.0,6,4,4,6,9,7,2,57,0,0,1,0,0,0,1,0,0,0,0,0,0
19,6.1,6,90,90,3.8,0,74,1.1,0.1,1,1,3.0,9,4.9,6,0.1,1,4,4,9,9,6,8,73,0,0,0,0,1,0,0,1,0,0,0,0,0
17,2.7,1,93,86,1.6,0,116,1.9,1.8,10,5,6.0,1,5.8,0,0.0,10,7,2,5,9,9,3,71,0,1,0,0,0,0,0,1,0,0,0,0,0
17,4.6,4,78,85,2.5,0,9,0.0,3.5,9,4,6.0,2,7.1,6,2.6,6,2,6,8,1,4,1,51,0,1,0,1,0,0,1,0,0,0,0,1,0
20,3.1,0,43,63,3.6,1,78,0.7,2.3,3,10,4.0,1,6.1,5,2.9,4,6,2,5,9,8,3,47,0,0,1,1,0,0,0,0,0,0,1,0,0
17,1.6,1,86,98,4.7,1,63,1.1,3.3,5,6,2.0,9,5.1,4,1.5,9,4,6,2,4,9,2,6,1,0,0,0,1,0,0,1,0,0,1,0,0
15,4.3,3,86,84,3.5,0,61,0.0,3.1,2,8,4.0,9,6.4,1,1.0,5,2,7,4,5,8,2,64,0,1,0,0,0,1,1,0,0,0,0,1,0
17,4.7,4,90,81,2.7,1,49,0.7,0.3,6,1,4.0,7,6.8,5,0.9,6,4,7,1,1,6,10,54,1,1,0,0,0,1,0,0,0,0,0,1,0
23,1.7,6,55,90,1.7,0,71,3.4,1.7,5,7,10.0,7,4.9,0,2.2,4,2,5,6,4,4,7,85,1,0,1,0,0,1,1,0,0,0,1,0,0
16,2.8,3,71,71,0.0,0,44,2.7,4.7,2,3,2.0,9,5.3,6,0.7,7,5,3,7,5,6,3,8,0,1,0,1,0,0,0,0,0,0,1,0,0
16,4.6,1,69,87,3.0,1,15,1.7,2.8,8,2,2.0,1,8.0,0,0.9,7,4,5,4,4,10,1,25,0,1,0,1,0,0,0,1,0,0,0,0,1
21,7.5,3,63,68,2.5,0,77,0.7,4.7,8,3,6.0,6,6.9,4,0.9,7,9,9,6,6,4,8,73,0,0,0,0,0,1,0,1,0,0,0,0,1
16,5.0,0,93,83,0.0,1,105,1.9,2.5,5,4,7.0,10,6.1,6,0.6,5,5,3,5,5,8,7,67,0,0,0,0,0,0,1,0,0,0,0,0,0
19,3.6,0,41,65,3.6,1,18,1.4,0.1,3,1,6.0,8,6.7,3,1.3,6,1,5,3,7,9,6,18,1,1,0,0,1,0,1,0,0,0,0,1,0
19,4.8,1,43,54,3.9,1,19,2.2,2.1,5,7,6.0,1,4.8,6,1.7,1,8,3,6,10,8,5,58,1,1,0,0,0,0,0,0,1,1,0,0,0
21,1.8,7,78,64,3.3,0,70,1.7,3.6,6,4,7.0,8,5.6,7,2.3,1,8,9,5,5,10,8,52,1,1,0,0,0,1,0,0,1,0,1,0,0
23,2.2,5,66,91,2.0,1,77,2.5,3.1,8,1,7.0,5,5.9,4,0.2,5,3,1,7,3,7,2,44,1,1,0,0,0,1,0,0,1,1,0,0,0
18,5.4,1,65,68,3.0,0,46,1.4,2.8,9,10,5.0,9,5.8,4,0.3,6,7,6,1,2,7,3,16,1,0,1,1,0,0,0,1,0,0,0,0,0
16,3.8,5,98,69,2.4,1,67,0.3,1.9,3,6,4.0,7,6.2,4,0.7,4,8,6,10,3,10,2,47,0,0,1,0,0,0,0,0,1,0,0,0,1
15,4.1,4,48,89,0.9,0,48,1.5,1.0,9,7,7.0,5,8.1,2,0.8,2,2,8,1,8,9,6,76,0,1,0,0,0,0,0,0,0,0,0,1,0
19,1.6,6,96,72,1.5,0,104,1.2,2.7,2,1,9.0,8,6.1,1,0.7,4,2,8,8,4,4,9,59,1,1,0,0,0,0,0,0,1,0,0,0,1
23,2.5,7,50,57,1.3,0,16,1.3,2.6,8,5,9.0,6,7.4,5,1.1,9,4,7,3,2,1,6,38,1,1,0,1,0,0,1,0,0,0,0,0,1
17,0.5,6,40,72,3.8,0,76,1.8,4.4,4,2,9.0,3,4.4,5,1.8,10,8,5,9,8,1,9,45,0,1,0,1,0,0,0,0,0,0,0,0,0
19,2.1,7,90,73,4.6,0,91,1.9,2.5,2,2,2.0,2,5.5,4,0.0,7,9,8,9,7,3,1,45,0,0,1,0,1,0,0,1,0,0,1,0,0
15,4.8,3,55,91,2.5,1,15,2.3,2.2,10,7,9.0,3,5.2,0,1.1,4,2,10,3,5,9,7,34,1,1,0,1,0,0,0,1,0,0,0,0,1
17,4.1,2,41,57,3.7,1,26,1.2,0.9,1,5,6.0,10,7.3,1,1.5,9,8,3,1,3,1,9,56,1,1,0,0,1,0,0,0,1,0,0,0,0
20,3.2,2,96,81,1.6,0,116,0.3,2.7,4,4,10.0,5,7.1,3,1.0,10,3,5,8,10,8,2,76,0,1,0,0,1,0,0,1,0,0,1,0,0
23,4.9,2,53,63,3.0,1,57,0.4,5.5,7,8,5.0,9,5.1,1,1.4,6,5,1,9,2,6,8,48,0,1,0,0,0,1,0,0,0,0,1,0,0
19,5.6,0,75,79,3.3,1,14,2.7,0.3,5,1,8.0,7,5.5,7,0.8,10,10,7,10,3,8,5,40,1,0,0,0,1,0,0,0,1,0,0,0,1
18,3.4,0,57,87,0.3,0,24,2.2,3.7,9,9,9.0,3,7.8,2,0.8,10,3,5,6,9,1,8,97,1,0,0,0,0,0,1,0,0,0,0,0,1
21,4.3,5,54,87,3.2,0,33,0.7,3.6,2,3,9.0,6,6.1,2,1.3,9,5,4,3,10,9,7,61,0,0,1,1,0,0,0,1,0,0,1,0,0
21,6.6,0,98,69,3.4,1,97,1.9,3.0,5,3,6.0,1,7.6,3,1.7,6,1,9,4,9,9,6,81,0,0,0,0,0,1,0,1,0,1,0,0,0
19,3.2,2,97,75,3.5,0,27,1.2,3.1,6,2,3.0,7,6.3,2,0.5,10,7,9,5,1,5,6,52,0,1,0,0,0,1,1,0,0,0,0,1,0
